Genetic_ID,Master_ID,continent,mt_hg,age
RISE431,RISE431,Europe,T2e,-2167
I0124,I0124,Europe,U5a1d,-5599
I0061,I0061,Europe,C1,-6425
RISE471,RISE471,Europe,J1c1b,-1605
GoyetQ116-1,GoyetQ116-1,Europe,M,-32845
RISE349,RISE349,Europe,T2b3,-1909
I0046,I0046,Europe,T2c,-5101
I0048,I0048,Europe,K1a26,-5106
I0057,I0057,Europe,N1a1,-5120
I0100,I0100,Europe,N1a1a1a,-5027
I0659,I0659,Europe,N1a1a2,-5087
I0821,I0821,Europe,X2d1,-5026
I1550,I1550,Europe,K1a2,-5175
I0795,I0795,Europe,H1 or H1au1b,-5129
I0797,I0797,Europe,H46b,-5175
I0054,I0054,Europe,J1c17,-5122
I0022,I0022,Europe,T2e,-5175
I0025,I0025,Europe,T2b,-5175
I0026,I0026,Europe,T2b,-5175
I0176,I0176,Europe,N1a1a1a3,-5076
RISE371,RISE371,Europe,U5a2b,-2038
RISE373,RISE373,Europe,K1a2a,-1791
RISE374,RISE374,Europe,T2b,-1742
I0011,I0011,Europe,U5a1,-5618
I0012,I0012,Europe,U2e1,-5644
I0013,I0013,Europe,U5a1,-5801
I0014,I0014,Europe,U5a2d,-5753
I0015,I0015,Europe,U5a2d,-5796
I0017,I0017,Europe,U2e1,-5676
I0371,I0371,Europe,U2d2,-2728
I0126,I0126,Europe,H6a2,-2676
I0440,I0440,Europe,I3a,-2776
I0374,I0374,Europe,H13a1a,-2500
I0432,I0432,Europe,U5a1c,-2708
I0246,I0246,Europe,C1,-2198
I0418,I0418,Europe,T1a1,-1947
I0419,I0419,Europe,U2e1h,-2050
I0122,I0122,Europe,H2a1,-4600
I0433,I0433,Europe,U5a1i,-4600
I0434,I0434,Europe,U4a2 or U4d,-4600
I0247,I0247,Europe,G2a4,-289
RISE395,RISE395,Asia,U2e1h,-1858
RISE386,RISE386,Europe,J1c1b1a,-2172
RISE394,RISE394,Europe,U2e1e,-1852
RISE392,RISE392,Asia,J2b1a2a,-2011
RISE391,RISE391,Asia,N1a1a1a1,-2004
I0422,I0422,Europe,T1a1,-1525
I0232,I0232,Europe,U5a1f2,-1525
I0234,I0234,Europe,I1a1,-1725
I0235,I0235,Europe,K1b2a,-1725
I0430,I0430,Europe,H3g,-1725
I0431,I0431,Europe,H2b,-1725
I0358,I0358,Europe,H6a1a,-1768
I0359,I0359,Europe,U5a2a1,-1525
I0361,I0361,Europe,H5b,-1525
I0424,I0424,Europe,T2b4,-1725
I0423,I0423,Europe,J2b1a2a,-1525
I0354,I0354,Europe,U5a1,-1853
I0174,I0174,Europe,N1a1a1,-5619
RISE577,RISE577,Europe,T2b,-2050
I0115,I0115,Europe,U5a1i,-1857
I0116,I0116,Europe,W3a1,-2036
I0117,I0117,Europe,I3a,-2156
I0164,I0164,Europe,U5b2a1b,-1958
RISE586,RISE586,Europe,K1b1a,-2050
RISE150,RISE150,Europe,U5a1b1,-1789
RISE154,RISE154,Europe,K1a4a1,-1845
RISE109,RISE109,Europe,U4,-1863
Ust_Ishim,Ust_Ishim,Asia,R*,-43070
RISE479,RISE479,Europe,T2b,-1750
RISE480,RISE480,Europe,U5a2a,-1600
RISE483,RISE483,Europe,H2a1,-1750
RISE484,RISE484,Europe,T1a1,-1750
RISE247,RISE247,Europe,H11a,-1678
RISE254,RISE254,Europe,J1c9,-2018
Iboussieres25-1,Iboussieres25-1,Europe,U5b2a,-9775
Iboussieres31-2,Iboussieres31-2,Europe,U5b1,-9775
Falkenstein,Falkenstein,Europe,U5a2c,-7250
Rochedane,Rochedane,Europe,U5b2b,-11010
RISE550,RISE550,Europe,U5a1i,-2984
RISE240,RISE240,Europe,U5a1d1,-2756
RISE546,RISE546,Europe,U5a1d2b,-2700
RISE552,RISE552,Europe,T2a1a,-2496
I0231,I0231,Europe,U4a1a or U4a1d,-2842
I0370,I0370,Europe,H13a1a1,-3000
I0441,I0441,Europe,H2b,-2816
I0444,I0444,Europe,H6a1b,-3108
I0357,I0357,Europe,W6c,-3002
I0429,I0429,Europe,T2c1a2,-3128
I0439,I0439,Europe,U5a1a1,-3121
I0443,I0443,Europe,W3a1a,-3000
I0438,I0438,Europe,U5a1a1,-2828
I0854,I0854,Asia,N1a1a1a,-6350
I0114,I0114,Europe,I3a,-2045
I1541,I1541,Europe,U2e1a1,-2275
I0056,I0056,Europe,T2b,-5109
I0360,I0360,Europe,U5a1,-1525
I0421,I0421,Europe,H3g,-1725
Loschbour,Loschbour,Europe,U5b1a,-6105
I0050,I0050,Europe,U5a2d,-2425
I0102,I0102,Europe,N1a1a1a3,-4989
I0101,I0101,Europe,U5a1a,-5138
I0166,I0166,Europe,V1a,-5138
I0175,I0175,Europe,N1a1a1,-4700
I0163,I0163,Europe,H5b,-4494
I0162,I0162,Europe,H16a'c'd,-4438
I0165,I0165,Europe,U5b1b,-4438
I0557,I0557,Europe,U5b2a2,-3675
I0552,I0552,Europe,H5,-3212
I0556,I0556,Europe,U8a1,-3675
I0554,I0554,Europe,J1c,-3204
I0799,I0799,Europe,H1e,-4025
I0798,I0798,Europe,H10e'f'g,-4130
I0800,I0800,Europe,H3,-3298
I0796,I0796,Europe,H,-5138
I0802,I0802,Europe,H3,-3212
I0820,I0820,Europe,W1c'i,-5272
I0016,I0016,Europe,U5a2,-5714
I0027,I0027,Europe,H40,-5150
I0023,I0023,Europe,H,-5150
I0019,I0019,Europe,HV6'17,-5150
I0021,I0021,Europe,T2b,-5150
I0024,I0024,Europe,W1c'i,-5150
I0020,I0020,Europe,T2e,-5150
I0428,I0428,Europe,W6c,-3000
I2450,I2450,Europe,K1a1b1g,-2304
I2416,I2416,Europe,K1b1a1,-2303
I2418,I2418,Europe,K1a4a1,-2328
I2459,I2459,Europe,T2a1a,-2302
I2565,I2565,Europe,W1+119,-2302
I2566,I2566,Europe,K1b1a1,-2120
I2598,I2598,Europe,H,-2044
I2417,I2417,Europe,J1c,-2320
I5379,I5379,Europe,HV0+195,-2382
I4950,I4950,Europe,U5a2d1,-2150
I2452,I2452,Europe,H1e1a,-2128
I6774,I6774,Europe,H4a1a1a,-2166
I4951,I4951,Europe,K1b1a1,-2150
I5512,I5512,Europe,J1c,-2150
I6679,I6679,Europe,J1c1b1,-2007
I5513,I5513,Europe,V,-2150
I2454,I2454,Europe,R1a1a,-2090
I2455,I2455,Europe,U5a2c3a,-2018
I5376,I5376,Europe,H6a1b,-2298
I1770,I1770,Europe,U5b1d2,-2000
I3255,I3255,Europe,T2b,-2042
I3256,I3256,Europe,T2b,-2116
I2453,I2453,Europe,K2a,-2164
I6775,I6775,Europe,H1,-2200
I6777,I6777,Europe,U4b1b2,-2200
I6778,I6778,Europe,K1a26,-2200
I1767,I1767,Europe,U5a1a1,-2090
I1765,I1765,Europe,N1a1a1a2,-2191
I5382,I5382,Europe,T2b,-2130
I2443,I2443,Europe,T2c1d+152,-2156
I2445,I2445,Europe,X2b6,-2162
I2446,I2446,Europe,K1b1a1,-2297
I2447,I2447,Europe,K1a26,-2012
I5385,I5385,Europe,H5,-2301
I2568,I2568,Europe,U5a1b1g,-2162
I5367,I5367,Europe,V10,-2350
I5471,I5471,Europe,H1c3a,-2146
I7249,I7249,Europe,I2,-2350
I7250,I7250,Europe,R1a1a,-2350
I7251,I7251,Europe,U2e1,-2350
I7269,I7269,Europe,T2e,-2350
I7270,I7270,Europe,K1a2c,-2350
I7275,I7275,Europe,U5b2c,-2350
I7276,I7276,Europe,H5b,-2350
I7278,I7278,Europe,U4a2,-2350
I7271,I7271,Europe,U4a2,-2350
I5666,I5666,Europe,U4a2c,-2200
I6476,I6476,Europe,U5a1b1,-2200
I7281,I7281,Europe,H5a1g,-2350
I4946,I4946,Europe,I4a,-2221
I4895,I4895,Europe,H1+16189,-2160
I4896,I4896,Europe,U5a2+16294,-2215
I5514,I5514,Europe,T2b+152,-2250
I4947,I4947,Europe,H17a,-2250
I4945,I4945,Europe,H4a1c,-2218
I4885,I4885,Europe,U5a1i,-2216
I4886,I4886,Europe,H6a,-2124
I4888,I4888,Europe,K1a2c,-2110
I4889,I4889,Europe,U4a2,-2172
I4890,I4890,Europe,H,-2250
I4891,I4891,Europe,J2a1a2,-2172
I4887,I4887,Europe,K1a2c,-2120
I7205,I7205,Europe,H10+(16093),-2350
I7210,I7210,Europe,H6a1b4,-2350
I7211,I7211,Europe,U5b3,-2350
I7213,I7213,Europe,HV+16311,-2350
I7282,I7282,Europe,K1a3a3,-2350
I7286,I7286,Europe,I4a,-2350
I7287,I7287,Europe,K1a4a1,-2350
I7288,I7288,Europe,H1m,-2350
I7289,I7289,Europe,U8b1b1,-2350
I7290,I7290,Europe,V3,-2350
I7283,I7283,Europe,K1a3a3,-2350
I7214,I7214,Europe,U8b1b1,-2350
I7212,I7212,Europe,K1b1a1+199,-2350
I6468,I6468,Europe,K2b1,-2200
I6480,I6480,Europe,U4a2,-2200
I5024,I5024,Europe,H3,-2155
I5025,I5025,Europe,U5b2c,-2200
I1392,I1392,Europe,H1+152,-2654
I1381,I1381,Europe,H,-2150
I1382,I1382,Europe,U5a2c3a,-2284
I1391,I1391,Europe,J1c4,-2228
I1390,I1390,Europe,X2b4a,-2345
I1389,I1389,Europe,X2b4a,-2373
I3601,I3601,Europe,H10e,-2225
I3602,I3602,Europe,I3a,-2225
I3600,I3600,Europe,U5b3,-2225
I3599,I3599,Europe,H1e1a,-2225
I3588,I3588,Europe,H1e1a,-2225
I3589,I3589,Europe,U4d1,-2225
I3590,I3590,Europe,H1,-2238
I3594,I3594,Europe,T2f,-2225
I3592,I3592,Europe,H+16129,-2330
I3593,I3593,Europe,H1,-2271
I3597,I3597,Europe,T2f,-2225
I3587,I3587,Europe,H1e1a,-2225
I3596,I3596,Europe,H+16129,-2225
I5519,I5519,Europe,I4a,-2250
I5520,I5520,Europe,K1b2a,-2250
I5521,I5521,Europe,J1b1a1,-2250
I5522,I5522,Europe,J1b1a1,-2250
I5017,I5017,Europe,H46,-2333
I4132,I4132,Europe,U5a1a1,-2250
E09568_d,E09568_d,Europe,U5b2b,-2335
E09613_d,E09613_d,Europe,H1,-2214
E09614_d,E09614_d,Europe,J1c3,-2158
I4248,I4248,Europe,T2b+152,-2250
I4249,I4249,Europe,H5a1,-2250
I4250,I4250,Europe,U5a1a2b,-2291
I5833,I5833,Europe,J1c,-2250
I5834,I5834,Europe,W5,-2250
I5655,I5655,Europe,H5a1,-2250
I5658,I5658,Europe,T2b+152,-2250
I5659,I5659,Europe,K1a4b,-2250
I5661,I5661,Europe,K1b1b1,-2250
I5663,I5663,Europe,U5a2+16294,-2250
I6590,I6590,Europe,X2c1,-2250
I6591,I6591,Europe,U5b2c,-2250
I6624,I6624,Europe,T1a1,-2250
I5656,I5656,Europe,T2g2,-2250
I5835,I5835,Europe,J1c,-2250
I5657,I5657,Europe,T2b+152,-2250
I5660,I5660,Europe,T1a1,-2250
I3604,I3604,Europe,HV9,-2300
I3607,I3607,Europe,W3a1,-2300
I5019,I5019,Europe,K1b1a1,-2250
I5523,I5523,Europe,K1b1a1+199,-2250
I5524,I5524,Europe,H72,-2250
I5525,I5525,Europe,U4b1b2,-2250
I5526,I5526,Europe,H72,-2250
I5020,I5020,Europe,H2a1e,-2331
I5014,I5014,Europe,V,-2250
I5527,I5527,Europe,K2b1a1,-2250
I5023,I5023,Europe,U2e1a1,-2250
I5529,I5529,Europe,HV15,-2250
I5021,I5021,Europe,K1c1,-2456
I5022,I5022,Europe,HV+16311,-2250
E09537_d,E09537_d,Europe,K1a,-2384
E09538,E09538,Europe,J1c,-2337
E09569,E09569,Europe,J1c2,-2272
I5531,I5531,Europe,T2b,-2250
I6482,I6482,Europe,U4d2,-2250
I5530,I5530,Europe,K1b1a1,-2250
I6481,I6481,Europe,U5a1a1,-2250
I5836,I5836,Europe,H1b1+16362,-2250
I1530,I1530,Europe,H3ao,-2299
I3529,I3529,Europe,I3a,-2350
I3528,I3528,Europe,HV4a1+16291,-2430
I2364,I2364,Europe,U5a2b,-2266
I2365,I2365,Europe,V3,-2336
I5015,I5015,Europe,H1aj,-2338
I7044,I7044,Europe,U5b1d1b,-2350
I7045,I7045,Europe,T2c1d+152,-2350
I2741,I2741,Europe,H1+16189,-2305
I2786,I2786,Europe,I1,-2332
I2787,I2787,Europe,T2b,-2329
I4178,I4178,Europe,J1c1b1a,-2350
I6580,I6580,Europe,K1a1b2b,-2225
I6534,I6534,Europe,T2e1,-2302
I6582,I6582,Europe,U5a2b,-2200
I6535,I6535,Europe,U5a2b,-2334
I6581,I6581,Europe,H6a1a,-2300
I4251,I4251,Europe,H1,-2290
I4252,I4252,Europe,U5a1a1,-2212
I4253,I4253,Europe,U5a2c,-2332
I6538,I6538,Europe,H40,-1886
I6583,I6583,Europe,U5b1c2,-2170
I5755,I5755,Europe,K2b1a,-2226
I5757,I5757,Europe,H3af,-2226
I5759,I5759,Europe,U2e1c1,-2226
I4229,I4229,Europe,U5a2+16362,-2200
I0839,I0839,Europe,-,-2330
I0840,I0840,Europe,U5b1i,-2328
I1970,I1970,Europe,X2b+226,-2500
I6467,I6467,Europe,K1a4a1,-2500
I6466,I6466,Europe,K1b1a1,-2500
I0458,I0458,Europe,K1a1b1,-2332
I0460,I0460,Europe,H45,-2334
I0459,I0459,Europe,U5b2b,-2400
I0461,I0461,Europe,K1a1b1,-2328
I0462,I0462,Europe,K1a+195,-2456
I5665,I5665,Europe,K1a24a,-2132
I4245,I4245,Europe,L1b1a,-2376
I4247,I4247,Europe,T2b3,-2337
I6542,I6542,Europe,U5b1i,-2125
I6626,I6626,Europe,H1,-2125
I6622,I6622,Europe,U5b1i,-2275
I6623,I6623,Europe,U5b1f1a,-1850
I6539,I6539,Europe,T2b3+151,-2250
I6588,I6588,Europe,U5b2b3,-2250
I6584,I6584,Europe,H4a1a+195,-2250
I6587,I6587,Europe,K1a1b1,-2250
I6589,I6589,Europe,K1a1b1,-2250
I6585,I6585,Europe,K1a4a1,-2240
I6471,I6471,Europe,U5b1c1,-2250
I6472,I6472,Europe,HV0b,-2250
I6475,I6475,Europe,U5b3,-2250
I0263,I0263,Europe,X2b+226,-2550
I1553,I1553,Europe,pre-H103,-2550
I0825,I0825,Europe,K1a4a1,-2386
I0260,I0260,Europe,K1a2a,-2550
I0261,I0261,Europe,U5b1i,-2550
I0823,I0823,Europe,H1,-2550
I0258,I0258,Europe,H1q,-2550
I0262,I0262,Europe,U5b3,-2550
I0257,I0257,Europe,H1ax,-2460
I0826,I0826,Europe,H1t,-2658
I2478,I2478,Europe,K1a2a,-2066
I2477,I2477,Europe,T2b3+151,-2065
I1979,I1979,Europe,T2b3,-2065
I4930,I4930,Europe,H1e,-2200
I4933,I4933,Europe,R0a,-2200
I4936,I4936,Europe,K1a,-2200
I2575,I2575,Europe,K1c1,-2342
I1388,I1388,Europe,H,-2294
I3874,I3874,Europe,T2b3,-2118
I3875,I3875,Europe,H1e,-2040
I4067,I4067,Europe,R1b1,-1818
I4068,I4068,Europe,U5a2a1,-2041
I4069,I4069,Europe,U5a1a1,-2038
I4073,I4073,Europe,U5a2b3,-2050
I4074,I4074,Europe,H,-2096
I4075,I4075,Europe,H5a1,-2028
I4076,I4076,Europe,K1d,-1816
I5748,I5748,Europe,X2b4,-2406
I5750,I5750,Europe,K1b1a1+199,-2100
I6543,I6543,Europe,H1,-2212
I6604,I6604,Europe,U5b1c,-2016
I6605,I6605,Europe,H1t,-2383
I6610,I6610,Europe,K1a+195,-1858
I6613,I6613,Europe,U5b1,-2212
I6608,I6608,Europe,J1c1,-1894
I6612,I6612,Europe,J1c3,-2212
I6609,I6609,Europe,U5b1e,-2290
I6617,I6617,Europe,H1+16189,-2600
I6596,I6596,Europe,H3,-2600
I6628,I6628,Europe,H1,-2600
I6629,I6629,Europe,T2b,-2600
I6630,I6630,Europe,J2a1a1,-2600
I0457,I0457,Europe,J1c1,-2630
I0456,I0456,Europe,U5b2a1a,-2630
I0453,I0453,Europe,V,-2302
I0455,I0455,Europe,H1,-2786
I6601,I6601,Europe,H1e2,-2700
I2457,I2457,Europe,I4a,-2248
I2596,I2596,Europe,J1c1,-2154
I2460,I2460,Europe,T2a1a,-1924
I2597,I2597,Europe,U5a2c3a,-2151
I7638,I7638,Europe,V10b,-2032
I2604,I2604,Europe,H2a3,-2148
I2464,I2464,Europe,I2,-1680
I5373,I5373,Europe,X2b+226,-2087
I2601,I2601,Europe,U5a1b1a,-1852
I2602,I2602,Europe,U5b2b,-1796
I2463,I2463,Europe,J1c3+189,-1812
I2462,I2462,Europe,U5a1d2a,-2010
I2612,I2612,Europe,U5b2b2,-2336
I2421,I2421,Europe,U5a1a2a,-1844
I2609,I2609,Europe,K2a,-1896
I6680,I6680,Europe,H1+16189,-1750
I7630,I7630,Europe,U5a,-1785
I5441,I5441,Europe,H1+16239,-1841
I2600,I2600,Europe,U5b1+16189,-2035
I2461,I2461,Europe,H5c,-2320
I2618,I2618,Europe,H1bs,-2042
I5377,I5377,Europe,T2b,-1794
I2610,I2610,Europe,U2e1b,-1840
I7639,I7639,Europe,U5a1,-1848
I7635,I7635,Europe,H1c,-2086
I5383,I5383,Europe,J1c5f,-995
I2639,I2639,Europe,T2e1a,-1515
I2458,I2458,Europe,U5b3,-1390
I7569,I7569,Europe,K1a1b1,-1538
I7570,I7570,Europe,T2b4+152,-1633
I7575,I7575,Europe,U5a1d1,-1153
I7576,I7576,Europe,J1c2,-1104
I7577,I7577,Europe,U5a1a1,-1254
I7578,I7578,Europe,U5a2c,-1119
I7580,I7580,Europe,U5b2a1a,-1137
I7626,I7626,Europe,T2b,-1262
I7627,I7627,Europe,U4a2,-1316
I7628,I7628,Europe,T1a1,-1093
I7579,I7579,Europe,U5b2a1a,-1398
I3082,I3082,Europe,H1an1a,-1446
I7640,I7640,Europe,U5a2c2,-1356
I7574,I7574,Europe,H1a3,-1318
I7568,I7568,Europe,W1+119,-1450
I7571,I7571,Europe,J1c1,-1354
I7572,I7572,Europe,H13a1a,-1406
I7573,I7573,Europe,H1,-1574
I0518,I0518,Europe,K1a3a1,-3230
I0519,I0519,Europe,X2b+226,-3230
I0520,I0520,Europe,U5a2c,-3230
I3068,I3068,Europe,T2c1d1,-3607
I5366,I5366,Europe,X2b+226,-3513
I2605,I2605,Europe,J1c6,-3288
I2606,I2606,Europe,K1a+195,-3115
I6750,I6750,Europe,K1a+195,-3708
I6751,I6751,Europe,U5b1+16189+@16192,-3708
I6759,I6759,Europe,J1c1,-3586
I4949,I4949,Europe,T2b,-3502
I5374,I5374,Europe,H1c,-2645
I6762,I6762,Europe,K1a1b1,-3650
I6761,I6761,Europe,K1a+195,-3525
I5515,I5515,Europe,H3+16311,-1904
I5473,I5473,Europe,U5b,-2250
I3132,I3132,Europe,T2a1b1a,-2002
I5516,I5516,Europe,T2a1b1a1b,-1740
I2567,I2567,Europe,U4a1a,-2080
I2569,I2569,Europe,K1a3a,-2027
I5469,I5469,Europe,H5'36,-1572
I5470,I5470,Europe,H15a1,-1534
I2981,I2981,Europe,T2a1b1a,-1723
I2860,I2860,Europe,H5a1,-892
I2861,I2861,Europe,I2a1,-902
I2859,I2859,Europe,K1a2c,-860
I3130,I3130,Europe,U5a1c,-903
I2656,I2656,Europe,H2a2a2,-1128
I2573,I2573,Europe,H3+16311,-1400
I2653,I2653,Europe,H2a1a,-1400
I2654,I2654,Europe,U5b3,-1400
I2655,I2655,Europe,H6a1b2,-1356
I2988,I2988,Europe,U5b2a3,-3438
I2660,I2660,Europe,U5a2+16194,-3432
I2691,I2691,Europe,J1c1,-3670
I2659,I2659,Europe,H1c,-3702
I2650,I2650,Europe,T2c1d1,-3509
I2636,I2636,Europe,V,-3440
I2651,I2651,Europe,K1a1b1,-3229
I2637,I2637,Europe,K1b1a1,-3500
I2630,I2630,Europe,K1a4,-2522
I2932,I2932,Europe,H5,-2458
I2933,I2933,Europe,J1c2,-2948
I2934,I2934,Europe,U5a2c3,-3180
I2935,I2935,Europe,U8b1b,-3173
I3085,I3085,Europe,K1a+195,-3182
I2977,I2977,Europe,H1,-2886
I2979,I2979,Europe,K1a+195,-3137
I2629,I2629,Europe,J1c1b,-2980
I2978,I2978,Europe,K1b1a1,-3179
I2657,I2657,Europe,W1+119,-3866
I2980,I2980,Europe,H1,-3230
I2796,I2796,Europe,H3,-3620
I2631,I2631,Europe,H5,-3002
I3133,I3133,Europe,K1a+195,-3504
I3134,I3134,Europe,T2f4,-3505
I3135,I3135,Europe,U5b2a,-3512
I3137,I3137,Europe,HV0+195,-3500
I3136,I3136,Europe,H1+16189,-3442
I3138,I3138,Europe,K1a4a1,-3093
I3041,I3041,Europe,K1a3a,-3490
I5370,I5370,Europe,K1a+195,-3650
I5371,I5371,Europe,H4a1a2a,-3650
I2634,I2634,Europe,U2+152,-3618
I2635,I2635,Europe,U5b1+16189+16192,-3520
I2633,I2633,Europe,T2e1,-3703
I7554,I7554,Europe,J1c9,-3234
I1775,I1775,Europe,I3,-1631
I5364,I5364,Europe,H5c,-1200
I2574,I2574,Europe,U5a1a2b,-1320
I5358,I5358,Europe,K1a1,-2992
I5359,I5359,Europe,H5,-3700
I7272,I7272,Europe,K2a5,-2550
I7279,I7279,Europe,H7d,-2550
I7280,I7280,Europe,W5a,-2550
I5037,I5037,Europe,K1a+150,-2100
I5042,I5042,Europe,I4a,-2100
I5043,I5043,Europe,U4c1a,-2100
I5044,I5044,Europe,K1b1a,-2100
I7195,I7195,Europe,H3v+16093,-1950
I7196,I7196,Europe,K1a+195,-1950
I7197,I7197,Europe,X2b6,-1950
I7198,I7198,Europe,U5b2c,-1950
I7199,I7199,Europe,J1c3a,-1950
I7200,I7200,Europe,R1b1,-1950
I7201,I7201,Europe,U5a1a2b,-1950
I7202,I7202,Europe,U5a1a2b,-1950
I7203,I7203,Europe,H1,-1950
I4884,I4884,Europe,H4a1a1a,-1814
I4892,I4892,Europe,T1a1,-1791
I5035,I5035,Europe,T2b,-2100
I4893,I4893,Europe,U5b1b1,-4398
I4894,I4894,Europe,U8b1b1,-4428
I4303,I4303,Europe,H3,-4682
I4304,I4304,Europe,T2c1d+152,-4688
I4305,I4305,Europe,T2b3+151,-4720
I4308,I4308,Europe,U3a1,-3306
I7040,I7040,Europe,K1a4b,-2350
I7042,I7042,Europe,H,-2350
I7043,I7043,Europe,H1b1,-2350
I7041,I7041,Europe,H1b1,-2350
I5116,I5116,Europe,W,-3200
I5117,I5117,Europe,K1a2,-3200
I5118,I5118,Europe,H+16129,-3200
I5119,I5119,Europe,J1c2,-3200
I4070,I4070,Europe,U5a1b1a,-1768
I4071,I4071,Europe,H6a1a,-1774
I6531,I6531,Europe,U5b2b1a1,-2162
I6579,I6579,Europe,K1a4a1g,-2190
I6537,I6537,Europe,I1a1,-2166
I2752,I2752,Europe,K1a,-3300
I2753,I2753,Europe,U5a1,-3130
I2754,I2754,Europe,J1c+16261+189,-3180
I2755,I2755,Europe,U8b1a1,-3300
I2763,I2763,Europe,T2,-3300
I2785,I2785,Europe,T2c1d1,-3300
I2788,I2788,Europe,H,-3780
I2789,I2789,Europe,J1c3b,-3700
I2790,I2790,Europe,N1a1a3,-3699
I2791,I2791,Europe,U5a1c1,-3521
I2366,I2366,Europe,H26a,-3300
I2367,I2367,Europe,HV,-3300
I2369,I2369,Europe,J2a1a1,-3235
I2371,I2371,Europe,U5b,-3228
I1975,I1975,Europe,J1c,-2992
I1976,I1976,Europe,H3,-2459
I1843,I1843,Europe,U5b1+16189+@16192,-2984
I1838,I1838,Europe,J1c3,-3148
I1981,I1981,Europe,J1c1,-2952
I2467,I2467,Europe,X2,-2346
I2473,I2473,Europe,H3,-2815
I3269,I3269,Europe,U5b2b3a,-3050
I3271,I3271,Europe,K1a4a1,-3050
I3276,I3276,Europe,V,-3005
I3270,I3270,Europe,J2a1a1,-3050
I3272,I3272,Europe,X2b+226,-3083
I3273,I3273,Europe,J2a1a1,-3495
I3277,I3277,Europe,U5b2b,-2975
I5838,I5838,Europe,K1a+195,-2623
I2008,I2008,Europe,N1a1a1,-5102
I2016,I2016,Europe,V1,-5175
I2017,I2017,Europe,K2a,-5175
I2021,I2021,Europe,T2b,-5175
I2026,I2026,Europe,N1a1a1a3,-5175
I2029,I2029,Europe,K1,-5176
I2030,I2030,Europe,H26,-5175
I2032,I2032,Europe,J1c,-5175
I2036,I2036,Europe,V1,-5175
I2037,I2037,Europe,H1e,-5106
I2038,I2038,Europe,T2b,-5175
I2014,I2014,Europe,N1a1a1a3,-5028
I2020,I2020,Europe,K1a2,-5175
I2022,I2022,Europe,T2b,-5175
I1972,I1972,Europe,K1a4a1,-4760
I2199,I2199,Europe,H1,-5124
LBK380,LBK380,Europe,T2c1b,-5190
I0581,I0581,Europe,X2b,-2790
CB13,CB13,Europe,K1a2a,-5398
ATP2,ATP2,Europe,U5b3,-2788
ATP9,ATP9,Europe,U5b1b,-1684
ATP16,ATP16,Europe,X2c,-3088
Matojo,Matojo,Europe,H3c3,-3444
bally,bally,Europe,HV0 +195,-3182
rath1,rath1,Europe,U5a1b1e,-1956
rath2,rath2,Europe,U5b2a2,-1882
rath3,rath3,Europe,J2b1a,-1635
I1661,I1661,Asia,H29,-4594
I1634,I1634,Asia,H2a1,-4195
I1632,I1632,Asia,K,-4115
