genetic_id,master_id,continent,mt_hg,age
I8566,I8566,Europe,J2b1a,-3150
DA117,DA117,Asia,H6a1b,1687
I16195.AG,I16195,Asia,N1b1a,-675
I1313_d,I1313_d,Europe,V,-1782
I3350.AG,I3350,Asia,H60a,1819
I30302.TW,I30302,Europe,K2b1,-3625
I18166.AG,I18166,Asia,X2,-1335
I2353.AG,I2353,Europe,T2c1+146,-4250
I6718.AG,I6718,Europe,U4a,-1543
Karos2/17,Karos2/17,Europe,J1c2,920
I20625.AG,I20625,Europe,T1a1,-142
Karos2/9,Karos2/9,Europe,N1a1a1a1a,920
I5119,I5119,Europe,J1c2,-3200
I17948.AG,I17948,Europe,H44,-5155
I14764.AG,I14764,Asia,H+16311,-632
I20801.AG,I20801,Europe,Z3,625
I17497.AG,I17497,South America,C1b,1347
I0016,I0016,Europe,U5a2,-5714
I12362.AG,I12362,South America,C,-3870
I12451.AG,I12451,Asia,HV13b,-900
I14988.AG,I14988,Europe,H,-305
I20646.AG,I20646,Europe,T2f1a1,500
I2199,I2199,Europe,H1,-5124
I5893,I5893,Europe,U5a2a,-5300
Karos2/57,Karos2/57,Europe,T2b,920
SZ14,SZ14,Europe,I3,508
I19324.AG,I19324,Asia,HV1a1a,-915
RISE586,RISE586,Europe,K1b1a,-2050
I14178.AG,I14178,Europe,T2b23,-5150
I7974.AG,I7974,North America,C5b,948
I21771.AG,I21771,Europe,N1a1a1,-5125
I8759.AG,I8759,Africa,L3x1a,-650
JK2139,JK2139,Africa,K1a,89
JK2886,JK2886,Africa,T1a7,-386
I8369.AG,I8369,Asia,U8b1a1,600
I5411,I5411,Europe,U5a1c1,-6650
CO1.SG,CO1,Europe,H,-3069
I4998.AG,I4998,Europe,T2b,-300
I3769.AG,I3769,Asia,T1a1,-1200
I12446.AG,I12446,Asia,U2b2,-900
I5883,I5883,Europe,U4a,-5106
I16998.AG,I16998,North America,E2,-778
I18746.AG,I18746,Europe,N1a1a1,-1580
I18724.AG,I18724,Europe,HV0e,-1150
I5241,I5241,Europe,U5a2a,-9246
I12147.AG,I12147,Asia,U7b,-1102
I11604,I11604,Europe,K1a1,-2800
I4233.AG,I4233,Asia,H14a,-856
I20439.AG,I20439,Asia,X2e2a2,-961
I1671,I1671,Asia,K1a12a,-5748
I1838,I1838,Europe,J1c3,-3148
I19043.AG,I19043,Europe,J1c1,-250
I11715.AG,I11715,Europe,V,-96
I19911.AG,I19911,Europe,K1a4a1,-300
I18725.AG,I18725,Europe,V10b1,-1150
I0821,I0821,Europe,X2d1,-5026
I1196.AG,I1196,Europe,C5b1,-5108
I19139.AG,I19139,Africa,L0a1a1,850
I14736.AG,I14736,Europe,K1a1b1a,1325
I12926.AG,I12926,Europe,H2a2a2,-250
I25201.AG,I25201,Europe,U,-5150
I5873,I5873,Europe,U4b,-5396
I11605,I11605,Europe,HV0d,-2800
I24891.AG,I24891,Europe,N1a1a1a,-4922
Be_6,Be_6,Asia,A6,-350
SZ45,SZ45,Europe,J1c,508
I13376.AG,I13376,Europe,T2c1d1,-700
I4532.AG,I4532,Asia,N1a3a,728
I20639.AG,I20639,Europe,H59a,500
I4248,I4248,Europe,T2b+152,-2250
I4157.AG,I4157,Asia,T1,-1450
I19392.AG,I19392,Africa,L3b1a1,1450
I4280.AG,I4280,Asia,X2d,-787
I17538.AG,I17538,Europe,H+16311,-5150
I0644,I0644,Asia,H4,-4200
I21825.AG,I21825,Europe,T2b,-5190
B1_1,B1_1,Asia,G,-350
POST_44,POST_44,Europe,K1a3a,-2059
I8575.AG,I8575,South America,D1g+16189,1526
RISE413,RISE413,Asia,T2c1f,-1802
arm29,arm29,Asia,R1b1,-1300
I12484.AG,I12484,Asia,R2+13500,-3150
I13162.AG,I13162,Europe,H,-6012
MX259,MX259,Europe,K1a3a,-2330
I0840,I0840,Europe,U5b1i,-2328
I15954.AG,I15954,Europe,H1q,-355
I19722.AG,I19722,Europe,H4a1,-397
I19462.AG,I19462,Europe,U7b,-2500
I3583,I3583,Europe,HV0f,500
I4567.AG,I4567,Asia,U4a1,-1676
I15512.AG,I15512,Europe,X2+225,200
I4184.AG,I4184,Europe,K1a,-4804
I1060.AG,I1060,Europe,T2b34,-1875
I7688,I7688,Europe,H3ap,-950
CL36,CL36,Europe,X2b,725
I21387.AG,I21387,Europe,K1d,-3650
I4253,I4253,Europe,U5a2c,-2332
I11575.AG,I11575,Europe,HV6,600
I19414.AG,I19414,Africa,L1c3a1b,1425
I14677.AG,I14677,Europe,K1a1b1,-2379
I1388,I1388,Europe,H,-2294
I15488.AG,I15488,Europe,H41a,250
Karos2/36,Karos2/36,Europe,D4i2,920
Ak5_8,Ak5_8,Asia,A,-350
I7028.AG,I7028,Asia,H2a2a,-282
I19138.AG,I19138,Africa,L3b1a2,850
I28392.AG,I28392,Europe,H7a1a,800
I3313,I3313,Europe,HV0e,-783
I1113,I1113,Europe,U5a1c,-5600
RISE479,RISE479,Europe,T2b,-1750
I18082.AG,I18082,Europe,U5a1,-1500
I12173,I12173,Europe,T2b23,-600
JK2953,JK2953,Africa,M1a1,6
I10388.AG,I10388,Europe,J1c2,-708
I2450,I2450,Europe,K1a1b1g,-2304
Karos2/47,Karos2/47,Europe,U4a1b1,920
I15648.AG,I15648,Europe,K1a+195,-3447
I1926,I1926,Europe,H5a,-3786
I11866.AG,I11866,Europe,K1a1b,-5150
I6566.AG,I6566,Asia,U3b,-1350
LHSZ25,LHSZ25,Europe,J1c2k,550
I13178.AG,I13178,Asia,R,-973
I24248.AG,I24248,North America,E2a,1250
LRV_77,LRV_77,Europe,D4b1c,200
I15540.AG,I15540,Europe,J1b1a1,924
JK2155,JK2155,Africa,T,406
JK2866,JK2866,Africa,R0a2,-330
I18248.AG,I18248,Asia,X2+225+@153,-1175
I2871.AG,I2871,Asia,M3c1a,851
DA228,DA228,Asia,A15c,700
I14161.AG,I14161,Europe,T2b,-3950
I8204,I8204,Europe,H1e,-200
I19352.AG,I19352,Asia,U5b2a1a+16311,-1150
I15943.AG,I15943,Europe,U1a1a,-3773
RISE394,RISE394,Europe,U2e1e,-1852
I10942,I10942,Europe,N1a1a1,-5000
I5080.AG,I5080,Europe,K1a4,-1681
I14606.AG,I14606,Asia,X4,-975
I5436,I5436,Europe,U5a2,-7074
I24898.AG,I24898,Europe,J1c2,-5150
I18733.AG,I18733,Europe,H1at,-1150
I3612.AG,I3612,Asia,E1a1a1,150
I19456.AG,I19456,Europe,U2e1a1,-2500
I0563.AG,I0563,Asia,C4a1a+195,-350
I8205,I8205,Europe,H14a2c,-200
I4552,I4552,Europe,U5a1d,-5426
I18747.AG,I18747,Europe,U5a1a,-1600
I12099.AG,I12099,Europe,W+194,-575
I11974.AG,I11974,South America,C1b,-9935
I13621.AG,I13621,Europe,K1a4a1,-300
I7673,I7673,Europe,W1+119,793
I5724.AG,I5724,Europe,U5b1d1a,-282
I20083.AG,I20083,Europe,H6a1a,-2500
I14535.AG,I14535,Europe,U5b1c1a1,600
I3734.AG,I3734,Asia,E1a1,375
LRV_92,LRV_92,Europe,T2j1,200
I0707,I0707,Asia,K1a4,-6350
I13758.AG,I13758,Europe,H2a3b,-225
RA44,RA44,Europe,K1a+195,-2892
I18270.AG,I18270,Asia,H20,-1335
I26829.AG,I26829,Europe,H5b,-1450
I15132.AG,I15132,Asia,U3b2,-2529
I10420.AG,I10420,Europe,V7,-2000
I18154.AG,I18154,Europe,H7b,-3950
I24587.AG,I24587,North America,E2a,1475
I1767,I1767,Europe,U5a1a1,-2090
I12991.AG,I12991,Europe,H4a1a1a,817
I1177,I1177,Asia,N1b1,-4200
SCY011,SCY011,Europe,A,-400
I2029,I2029,Europe,K1,-5176
I14091.AG,I14091,Europe,U5b2a1a1a,558
UNTA85_1336,UNTA85_1336,Europe,H2a1,-2382
I10495.AG,I10495,Europe,U5a1,1007
I18077.AG,I18077,Europe,U5a1a1,-1500
I1901.AG,I1901,Europe,J1c2,-4600
I14741.AG,I14741,Europe,K1a1b1a,1341
I14619.AG,I14619,Asia,I2,-925
I21314.AG,I21314,Europe,V23,-145
I18727.AG,I18727,Europe,T2c1d+152,-1150
I6174.AG,I6174,Europe,T2e,-6021
I8923.AG,I8923,Africa,M32'56,-502
I7594,I7594,Europe,U5b2b,-3444
I7129.AG,I7129,Europe,U5a2d,-4140
I12411.AG,I12411,Europe,H2a3b,-225
I7687,I7687,Europe,V,-950
I2602,I2602,Europe,U5b2b,-1796
I27295.AG,I27295,Europe,V7,500
I3708,I3708,Europe,T1a,-4600
I7187.AG,I7187,Europe,T2c1d+152,-4094
I20233.AG,I20233,Asia,T2c1,-615
I2427,I2427,Europe,H1j,-4390
SZ4,SZ4,Europe,H1c9,508
I5525,I5525,Europe,U4b1b2,-2250
Spiginas4,Spiginas4,Europe,U4a2,-6335
I0972.AG,I0972,South America,B2b3,1185
I1877.AG,I1877,Europe,X2d,-5617
I7601,I7601,Europe,X2b+226,-3590
I6349.AG,I6349,Asia,D4m2,-831
I1583,I1583,Asia,K1a2,-6331
poz257,poz257,Europe,I4a,-2400
I18528.AG,I18528,Europe,K1a4,-250
I14934.AG,I14934,Asia,E2a,400
I7938.AG,I7938,Africa,L2a1b1,1455
I20602.AG,I20602,Europe,H1+16189,630
JK2153,JK2153,Africa,R0a1a,-14
I27800.AG,I27800,Europe,H,-5150
I14550.AG,I14550,Europe,H3+152,100
poz235,poz235,Europe,H2a2,-2550
I0804,I0804,Europe,H3,-2051
I7127.AG,I7127,Europe,U5a2d,-4056
I13868.AG,I13868,Europe,H1as2,1325
I14599.AG,I14599,Europe,K1b1b1,-5150
Bon002,Bon002,Asia,K1a,-8128
I13882.AG,I13882,Asia,N9b,-1284
I15823.AG,I15823,Europe,K1a4a1,-3600
I16753.AG,I16753,Europe,J1c3,750
I20509.AG,I20509,Europe,H7b,-300
I11719.AG,I11719,Europe,J1c2,-626
I15500.AG,I15500,Europe,R0a1a,210
I10892,I10892,Europe,H1e1a3,985
I14057.AG,I14057,Asia,HV1,-649
I10411.AG,I10411,Asia,U7a,-2250
I15542.AG,I15542,Europe,H9a,970
I6329.AG,I6329,Africa,N1b1a2,838
I1890.AG,I1890,Europe,HV0a,-4925
S10,S10,Asia,M9a1a1c1b1a,250
I3607,I3607,Europe,W3a1,-2300
I7715.AG,I7715,Asia,M49,1331
I35082.TW,I35082,Europe,H80,300
I3565.AG,I3565,North America,A2,-1165
I3451.AG,I3451,Asia,D4e1,-866
Karos1/3,Karos1/3,Europe,D4j12,920
I18529.AG,I18529,Europe,W1+119,-250
I1958.AG,I1958,Europe,U,-4656
I4972.AG,I4972,Europe,J1c1b,-5750
I10387.AG,I10387,Europe,J1c+16261,-600
I23971.AG,I23971,Europe,H1e5a,-686
I0360,I0360,Europe,U5a1,-1525
I5515,I5515,Europe,H3+16311,-1904
I6181.AG,I6181,Europe,H,-5650
arm15,arm15,Asia,H15a1a1,-1300
I4473.AG,I4473,Asia,H,-177
I0982.AG,I0982,Europe,J2b1d,-1875
I2754,I2754,Europe,J1c+16261+189,-3180
Veibri4,Veibri4,Europe,U5b1,-4810
MX183,MX183,Europe,K1a+195,-3190
I6695.AG,I6695,Europe,H2a3,-2625
I7152.AG,I7152,Europe,U4a,-2512
DA35,DA35,Europe,J1b1a1+146,-1364
I10862.AG,I10862,North America,A2,1610
I4893,I4893,Europe,U5b1b1,-4398
I19857.AG,I19857,Europe,J2b1a,-1473
I5698.AG,I5698,Europe,H3,-643
PCA0041,PCA0041,Europe,N,170
RISE577,RISE577,Europe,T2b,-2050
I17363.AG,I17363,Europe,V1a,-5194
I4313.AG,I4313,Asia,U3a'c,-1471
I14181.AG,I14181,Europe,N1a1a1a,-5150
I18486.AG,I18486,Asia,T2a3,-1335
I2382.AG,I2382,Europe,U8b1b,-5400
I6353.AG,SHU001,Asia,G2b2,-952
1622BM,1622BM,Africa,R0a2f,-795
I15743.AG,I15743,Europe,H7d,921
I13125.AG,I13125,Europe,H,-600
I2014,I2014,Europe,N1a1a1a3,-5028
I12985.AG,I12985,Asia,R30b1,-900
SZ16,SZ16,Europe,U4b1b,508
I6138.AG,I6138,Africa,H2a,727
I2374.AG,I2374,Europe,K1a4,-5750
I4794.AG,I4794,Asia,C4a'b'c,-1500
I13504.AG,I13504,Asia,W,-418
I20645.AG,I20645,Europe,H1,500
BIM_33,BIM_33,Europe,U5b1b,446
I12608.AG,I12608,Europe,H3ap,-979
I12624.AG,I12624,Europe,H3,-850
I3776,I3776,Europe,U5a1i1,650
I15489.AG,I15489,Europe,H,250
I13891.AG,I13891,Europe,U5b1+16189+@16192,-3576
I14621.AG,I14621,Asia,H8a1,-925
I4183.AG,I4183,Europe,K1b1a,-4793
I7570,I7570,Europe,T2b4+152,-1633
I7102.AG,I7102,Asia,HV12b1,-1900
LIAV_7,LIAV_7,Europe,V18,-500
I16503.AG,I16503,Europe,H1ak1,-170
I18167.AG,I18167,Asia,H13a1a2,-1335
I19338.AG,I19338,Asia,I1,-1116
I21180.AG,I21180,Europe,H7a1,-317
I10383.AG,I10383,Europe,U2e1a1,-657
I2660,I2660,Europe,U5a2+16194,-3432
I2791,I2791,Europe,U5a1c1,-3521
I2870.AG,I2870,Asia,T1a,1822
I20510.AG,I20510,Europe,J1c1,-300
I12379.AG,I12379,Africa,L3h1a2a1,1682
I16537.AG,I16537,Asia,J2b1,-1027
I15032.AG,I15032,Europe,H3,-3750
STR_248,STR_248,Europe,H11a2,545
CL23,CL23,Europe,H,725
I3486,I3486,Europe,H1q,-1600
I24899.AG,I24899,Europe,N1a1a1a3,-5121
I7209.AG,I7209,Europe,J1c2,-2319
I18831.AG,I18831,Europe,H7,-251
RISE494.SG,I3425,Europe,I4a,-1343
Val05,Val05,Europe,H1ay,-3255
DA10,DA10,Asia,C4a1a,-500
I14733.AG,I14733,Asia,H29,-451
KK1,KK1,Asia,H13c,-7770
I12081.AG,I12081,Europe,U5a1c,-1307
I7458,I7458,Europe,H3ap,1200
I1181,I1181,Asia,T2,-4200
I1783.AG,I1783,Asia,U7a,-2118
I23548.AG,I23548,Africa,L3e3a,1723
NLHBAL148C,NLHBAL148C,Europe,R,475
I2433,I2433,Europe,H28,-3000
I19862.AG,I19862,Europe,H5a1f,-621
ARS016,ARS016,Asia,A+152+16362+16189,-1452
I7201,I7201,Europe,U5a1a2b,-1950
I12644,I12644,Europe,U4a2,1200
Ust_Ishim,Ust_Ishim,Asia,R*,-43070
I32305.TW,I32305,Europe,T1a1b1,100
I12450.AG,I12450,Asia,M3a2,-801
I1290,I1290,Asia,X1'2'3,-7896
I34980.TW,I34980,Europe,U5b2a1a1,1166
I11599,I11599,Europe,J2b1a2,-3100
I20810.AG,I20810,Europe,H,-3950
I18833.AG,I18833,Europe,U8b1b2,-260
I7480.AG,I7480,Europe,K2a5b,-1875
I11249,I11249,Europe,U5b1,-3200
I18722.AG,I18722,Europe,U5a,-1150
I13762.AG,I13762,Africa,L3i2,-114
I29891.TW,I29891,Europe,H+16311,-5032
I7951.AG,I7951,Europe,U8b1a1,-5250
LICOL47,LICOL47,Europe,H11a,685
Tep003,Tep003,Asia,N1b1a,-6555
MX212,MX212,Europe,H1,-2952
I30482.TW,I30482,Oceania,B4b1a2i,1450
I0745,I0745,Asia,U8b1b1,-6350
I7638,I7638,Europe,V10b,-2032
I0755.AG,I0755,North America,R,1125
I1539,I1539,Europe,J1c1b1a,-2458
I12510.AG,I12510,Europe,H13a2b2a,-2053
I14780.AG,I14780,Africa,L0d3,1800
I7269,I7269,Europe,T2e,-2350
I8075.AG,I8075,Asia,E2b,491
OBKR_66,OBKR_66,Europe,U4a,-1966
I13799.AG,I13799,Europe,U2e1a1,-1100
I1744.AG,I1744,South America,C5b,1345
I13870.AG,I13870,Europe,K1a1b1a,1325
I3588,I3588,Europe,H1e1a,-2225
Karos2/30,Karos2/30,Europe,K1f,920
I0042.AG,I0042,South America,C1b,1250
I26767.AG,I26767,Europe,K1a19,626
RISE503,RISE503,Asia,U2e2,-1619
I15952.AG,I15952,Europe,H6a1a,-360
I14169.AG,I14169,Europe,N1a1a1a2,-3900
I6348.AG,I6348,Asia,HV12b1,-1682
I25516.AG,I25516,Europe,U2e1a1,-200
I7714.AG,I7714,Asia,R30b1,6
I19457_enhanced.AG,I19457,Europe,T2d2,-2375
I1090.AG,I1090,Europe,T1a1,-1875
I4073,I4073,Europe,U5a2b3,-2050
I7416.AG,I7416,Asia,U1a2,-1874
I8432.AG,I8432,Asia,K1a,-8750
I5277.AG,I5277,Europe,U4b3,-3002
I6221.AG,SHT002,Asia,U5a1+@16192,-3046
